finalResult,codeModule,moduleSession,Q1-ExternalQuiz,Q1-DataPlus,Q1-DualPlus,Q1-Folder,Q1-Forumng,Q1-Glossary,Q1-HomePage,Q1-HtmlActivity,Q1-OuCollaborate,Q1-OuContent,Q1-OuElluminate,Q1-OuWiki,Q1-PageClicks,Q1-Questionnaire,Q1-Quiz,Q1-RepeatActivity,Q1-Resource,Q1-SharedSubPage,Q1-SubPage,Q1-Url,Q2-ExternalQuiz,Q2-DataPlus,Q2-DualPlus,Q2-Folder,Q2-Forumng,Q2-Glossary,Q2-HomePage,Q2-HtmlActivity,Q2-OuCollaborate,Q2-OuContent,Q2-OuElluminate,Q2-OuWiki,Q2-PageClicks,Q2-Questionnaire,Q2-Quiz,Q2-RepeatActivity,Q2-Resource,Q2-SharedSubPage,Q2-SubPage,Q2-Url,Q3-ExternalQuiz,Q3-DataPlus,Q3-DualPlus,Q3-Folder,Q3-Forumng,Q3-Glossary,Q3-HomePage,Q3-HtmlActivity,Q3-OuCollaborate,Q3-OuContent,Q3-OuElluminate,Q3-OuWiki,Q3-PageClicks,Q3-Questionnaire,Q3-Quiz,Q3-RepeatActivity,Q3-Resource,Q3-SharedSubPage,Q3-SubPage,Q3-Url,Q4-ExternalQuiz,Q4-DataPlus,Q4-DualPlus,Q4-Folder,Q4-Forumng,Q4-Glossary,Q4-HomePage,Q4-HtmlActivity,Q4-OuCollaborate,Q4-OuContent,Q4-OuElluminate,Q4-OuWiki,Q4-PageClicks,Q4-Questionnaire,Q4-Quiz,Q4-RepeatActivity,Q4-Resource,Q4-SharedSubPage,Q4-SubPage,Q4-Url
Pass,6,0,0,0,0,0,4,0,57,0,0,32,0,0,0,0,1,0,39,0,45,0,0,0,0,0,0,0,27,0,0,79,0,0,0,0,17,0,4,0,0,0,0,0,0,0,2,0,25,0,0,32,0,0,0,0,22,0,1,0,3,0,0,0,0,0,16,0,7,0,0,10,0,0,0,0,25,0,0,0,0,0
Pass,5,1,0,0,0,0,124,0,161,0,0,456,0,6,22,6,555,0,9,0,153,2,0,0,0,0,12,0,63,0,0,299,0,1,3,0,338,0,5,0,0,0,5,0,0,1,38,0,79,0,0,462,0,0,1,30,557,0,6,0,51,11,0,0,0,1,12,0,23,0,0,136,0,2,0,0,0,0,0,0,13,0
Pass,3,1,0,0,0,0,85,0,114,0,0,27,0,42,0,0,0,0,33,0,46,33,0,0,0,0,59,0,49,0,0,32,0,0,0,0,0,0,13,0,0,0,0,0,0,0,24,0,37,0,0,24,0,0,0,0,0,0,16,0,34,7,0,0,0,0,51,0,28,0,0,39,0,0,0,0,0,0,12,0,25,5
Pass,5,1,0,0,0,0,263,0,236,0,0,273,3,14,2,3,223,0,5,0,101,9,0,0,0,0,48,0,70,0,0,280,0,0,0,0,131,0,5,0,0,0,0,0,0,0,30,0,57,0,0,111,0,0,1,0,119,0,1,0,27,18,0,0,0,0,16,0,36,0,0,152,0,0,0,0,0,0,2,0,24,0
Fail,6,0,0,0,0,0,6,0,43,0,0,14,0,0,0,0,2,0,7,0,9,0,0,0,0,0,0,0,20,0,0,38,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,17,0,0,29,0,0,0,0,20,0,5,0,0,0,0,0,0,0,0,0,11,0,0,45,0,0,0,0,31,0,0,0,1,0
Pass,2,0,0,0,0,0,35,0,62,0,0,40,0,0,0,0,294,0,23,0,38,14,0,0,0,0,0,0,12,0,0,56,0,0,0,0,1,0,4,0,0,0,0,0,0,0,29,0,55,0,0,0,0,0,3,0,325,0,10,0,47,1,0,0,0,0,4,0,18,0,9,26,0,0,1,0,0,0,19,0,16,0
Fail,5,1,0,0,0,0,43,0,59,0,3,34,0,1,3,0,4,0,7,0,43,5,0,0,0,0,0,0,8,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pass,0,0,0,2,0,0,575,0,207,0,1,377,0,0,0,0,0,0,7,0,42,26,0,0,0,0,649,0,242,0,0,403,0,0,0,0,0,0,8,0,0,0,2,0,0,0,388,0,91,0,1,97,0,0,0,0,0,0,1,0,13,11,0,0,0,0,196,0,93,0,0,139,0,0,0,0,0,0,3,0,7,2
Pass,2,0,0,0,0,0,245,2,183,0,8,92,0,28,0,0,278,0,58,0,129,32,0,0,8,0,101,0,95,0,0,46,0,0,0,0,23,0,38,0,0,0,0,0,9,0,87,0,134,0,0,93,0,0,0,0,69,0,36,0,150,27,0,0,14,0,93,0,91,0,10,12,0,0,1,0,78,0,292,0,141,14
Pass,3,0,0,0,0,0,168,6,214,0,6,83,0,0,0,0,127,0,62,0,147,24,0,0,0,0,8,0,39,0,0,34,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,38,0,1,86,0,0,0,0,80,0,9,0,36,0,0,0,0,0,6,0,70,0,21,102,0,0,4,0,0,0,61,0,110,7
Pass,1,0,0,0,0,0,142,2,127,0,1,14,0,0,0,0,32,0,19,0,39,16,0,0,0,0,7,0,43,0,0,0,0,0,0,0,56,0,2,0,0,0,0,0,0,0,23,0,68,0,0,9,0,0,0,0,42,0,14,0,16,13,0,0,0,0,42,1,80,0,6,1,0,0,0,0,5,0,38,0,41,15
Fail,6,1,0,0,0,0,0,0,40,0,0,9,0,0,0,0,0,0,30,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fail,5,1,0,0,0,0,526,0,242,0,0,693,16,11,6,5,233,0,14,0,232,24,0,0,0,0,66,0,119,0,0,533,1,1,0,0,527,0,25,0,0,0,0,0,0,0,40,0,67,0,0,324,22,0,1,0,0,0,7,0,66,13,0,0,0,0,4,0,4,0,0,0,0,0,0,0,87,0,0,0,3,0
Pass,5,0,0,0,0,0,5,0,81,0,0,96,0,0,1,0,0,0,3,0,48,2,0,0,1,0,0,1,132,0,1,352,0,0,0,0,20,0,31,0,0,0,0,0,0,0,32,0,102,0,3,79,0,0,0,0,0,0,21,0,121,10,1,0,1,0,0,0,73,0,0,399,0,0,2,0,704,0,9,0,79,3
Pass,5,0,0,0,0,0,157,0,152,5,2,1178,0,78,1,3,82,0,14,0,195,7,0,0,0,0,93,0,178,1,32,656,0,0,3,0,169,0,16,0,0,0,24,0,0,0,3,0,49,0,4,360,0,0,0,0,0,0,5,0,31,10,0,0,0,0,4,0,68,0,3,189,0,0,0,0,353,0,4,0,39,0
Pass,5,1,0,0,0,0,81,0,98,0,0,338,0,17,2,4,268,0,9,0,111,12,0,0,0,0,11,0,54,0,0,519,0,0,4,0,217,0,14,0,0,0,4,0,0,1,15,0,62,0,0,327,0,0,1,15,226,0,3,0,37,7,0,0,0,0,6,0,32,0,2,124,0,0,1,0,36,0,2,0,17,0
Fail,2,1,0,0,0,0,371,0,181,0,0,253,0,0,0,0,108,0,25,0,25,28,0,0,0,0,173,0,126,0,0,158,0,0,0,0,0,0,18,0,0,0,0,0,0,0,77,0,83,0,0,97,0,0,0,0,107,0,15,0,16,1,0,0,0,0,49,0,39,0,0,61,0,0,0,0,0,0,5,0,16,1
Pass,1,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,12,0,0,0,1,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0
Fail,1,1,0,0,0,0,3,0,21,0,0,3,0,0,0,0,12,0,4,0,12,2,0,0,0,0,1,0,4,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fail,2,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,113,0,2,0,7,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,83,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
Pass,3,0,0,0,0,0,11,0,29,0,5,22,0,0,0,0,0,0,9,0,27,6,0,0,0,0,1,0,33,0,1,21,0,0,0,0,0,0,10,0,0,0,0,0,0,0,27,0,30,0,11,17,0,0,0,0,0,0,7,0,19,1,0,0,8,0,9,0,37,0,1,18,0,0,0,0,0,0,7,0,40,3
Pass,5,1,0,0,0,0,178,0,98,0,0,252,0,12,0,3,201,0,4,0,61,17,0,0,0,0,23,0,71,0,0,432,0,0,3,0,172,0,9,0,0,0,3,0,0,1,26,0,76,0,2,664,0,0,6,12,74,0,44,0,36,24,0,0,0,3,3,0,39,0,0,303,0,0,1,6,182,0,0,0,43,3
Fail,3,1,0,0,0,0,21,0,30,0,0,40,0,16,0,0,0,0,17,0,24,0,0,0,0,0,24,1,23,0,0,34,3,2,0,0,0,0,8,0,0,0,0,0,0,0,2,0,5,0,0,6,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pass,2,1,0,0,0,0,9,0,40,0,0,0,0,0,0,0,236,0,3,0,24,5,0,0,0,0,3,0,47,0,0,10,0,0,0,0,21,0,19,0,0,0,0,0,0,0,12,0,73,0,0,0,0,0,0,0,496,0,14,0,34,0,0,0,0,0,11,0,71,0,0,0,0,0,3,0,828,0,3,0,57,2
Pass,1,0,0,0,0,0,0,0,56,0,0,43,0,0,0,0,22,0,10,0,9,1,0,0,0,0,3,0,101,0,9,266,0,0,0,3,38,0,5,0,0,0,0,0,0,0,23,0,97,0,18,320,0,0,0,6,62,0,4,0,5,0,0,0,0,0,31,0,135,0,51,292,0,0,0,0,95,0,18,0,14,0
Pass,5,1,0,0,0,0,161,0,140,0,1,347,0,11,4,9,56,0,11,0,108,14,0,0,0,0,28,0,145,0,0,653,0,4,5,0,86,0,13,0,0,0,38,0,0,0,70,0,130,0,0,608,0,0,4,31,342,0,5,0,69,18,10,0,0,1,5,0,68,0,0,251,0,2,6,0,602,0,6,0,61,7
Pass,3,1,0,0,0,0,42,0,65,0,0,29,0,28,0,0,25,0,23,0,34,1,0,0,0,0,2,0,10,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,10,0,20,0,0,7,0,0,0,0,0,0,8,0,27,0,0,0,4,0,8,0,19,0,5,0,0,0,0,0,0,0,2,0,21,2
Pass,0,0,0,0,0,0,4,0,22,0,1,26,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,12,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,33,0,16,0,0,7,0,0,0,0,0,0,2,0,9,6
Fail,2,1,0,0,0,0,23,0,139,0,3,244,0,0,0,0,204,0,16,0,9,40,0,0,0,0,11,0,42,0,0,128,0,0,0,0,86,0,1,0,0,0,0,0,0,0,0,0,40,0,5,180,0,0,0,0,23,0,5,0,9,2,0,0,0,0,2,0,15,0,0,18,0,0,0,0,19,0,1,0,6,2
Fail,3,1,0,0,0,0,162,0,108,0,4,78,0,22,0,0,0,0,111,0,37,9,0,0,0,0,76,0,60,0,0,51,0,27,0,0,0,0,28,0,0,0,0,0,0,0,115,0,72,0,0,25,0,0,0,0,0,0,1,0,29,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,2,0,4,0
Fail,1,1,0,0,0,0,597,1,130,0,0,45,0,0,0,0,12,0,0,0,13,4,0,0,0,0,229,0,67,0,0,3,0,0,0,0,25,0,0,0,0,0,0,0,0,0,267,0,63,0,0,11,0,0,0,0,25,0,4,0,12,1,0,0,0,0,83,0,11,0,0,0,0,0,0,0,0,0,5,0,3,0
Pass,5,1,0,0,0,0,94,0,94,0,0,188,0,12,26,6,143,0,6,0,62,6,0,0,0,0,0,0,29,0,0,258,0,0,1,0,59,0,34,0,0,0,2,0,0,2,2,0,19,0,0,31,0,0,0,0,383,0,5,0,27,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pass,5,0,0,0,0,0,250,0,175,0,3,326,0,21,0,3,116,0,8,0,93,14,0,0,0,0,25,0,70,0,0,128,0,0,0,0,63,0,16,0,0,0,0,0,0,2,18,0,64,0,0,142,0,0,1,0,0,0,6,0,31,14,3,0,0,1,36,0,163,0,0,689,0,0,0,0,436,0,6,0,87,0
Pass,4,0,0,0,0,0,70,0,220,0,0,485,0,0,0,0,395,0,23,0,24,29,0,0,0,0,54,0,143,0,0,355,0,0,0,0,2,0,16,0,0,0,0,0,0,0,78,0,103,0,0,369,0,0,0,0,150,0,18,0,21,3,0,0,0,0,66,0,50,0,0,147,0,0,7,0,72,0,9,0,15,3
Fail,1,0,0,0,0,0,1,0,54,0,0,0,0,0,0,0,40,0,14,0,10,11,0,0,0,0,1,0,20,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,29,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0
Pass,2,0,0,0,0,0,139,0,173,0,0,79,0,0,0,0,275,0,7,0,22,54,0,0,0,0,64,0,108,0,9,77,0,0,0,0,0,0,3,0,0,0,0,0,0,0,39,0,68,0,8,87,0,0,0,0,178,0,3,0,17,4,0,0,0,0,14,0,23,0,2,9,0,6,0,0,70,0,7,0,7,1
Pass,1,0,0,0,0,0,95,0,78,0,0,53,0,0,0,0,37,0,10,0,5,0,0,0,0,0,36,0,62,0,15,153,0,0,0,0,33,0,1,0,0,0,0,0,0,0,29,0,48,0,0,226,0,0,0,3,83,0,0,0,0,0,0,0,0,0,44,0,38,0,2,116,0,0,0,0,0,0,8,0,5,0
Pass,6,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,53,0,0,94,0,0,0,0,26,0,5,0,0,0,0,0,0,0,0,0,20,0,0,49,0,0,0,0,28,0,0,0,3,0,0,0,0,0,0,0,19,0,0,18,0,0,0,0,35,0,2,0,0,0
Pass,4,0,0,0,0,0,59,0,141,0,4,267,0,0,0,0,119,0,0,0,1,48,0,0,0,0,20,0,50,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,63,0,0,143,0,0,0,0,54,0,1,0,2,4,0,0,0,0,16,0,16,0,0,36,0,0,0,0,0,0,2,0,2,0
Fail,1,1,0,0,0,0,121,0,36,0,0,0,0,0,0,0,18,0,5,0,13,3,0,0,0,0,51,0,11,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fail,3,0,0,0,0,0,223,1,158,0,0,268,0,20,2,9,77,0,17,0,79,2,0,0,0,0,54,0,99,0,2,297,0,0,0,0,14,0,12,0,0,0,5,0,0,0,23,0,83,0,0,360,0,0,1,6,64,0,5,0,28,10,0,0,14,2,37,0,75,0,1,204,0,0,3,0,318,0,25,0,77,3
Pass,5,1,0,0,0,0,96,1,299,0,0,850,9,38,15,11,413,0,34,0,253,18,0,1,0,0,15,0,220,0,0,1302,0,3,2,0,269,0,42,0,0,0,41,0,0,0,19,0,238,0,0,1448,5,0,10,31,633,0,12,0,162,33,0,0,0,0,1,0,52,0,0,336,0,0,1,0,0,0,11,0,43,0
Pass,2,0,0,0,0,0,617,0,267,0,1,44,0,0,0,0,960,0,6,0,86,11,0,0,0,0,270,0,186,0,0,34,0,0,0,0,837,0,4,0,0,0,0,0,0,0,292,0,172,0,0,5,0,0,0,0,345,0,1,0,16,1,0,0,0,0,267,0,192,0,0,28,0,0,3,0,1476,0,7,0,33,2
Pass,5,1,0,0,0,0,207,0,55,0,0,415,21,22,0,6,130,0,11,0,83,18,0,1,0,0,64,0,36,0,0,367,5,6,1,7,71,0,7,0,0,0,6,0,0,0,14,0,32,0,0,198,17,0,0,6,220,0,7,0,28,8,0,0,0,0,0,0,12,0,0,126,0,0,2,0,120,0,1,0,17,0
Fail,3,1,0,0,0,0,1,0,37,0,2,192,0,4,0,0,0,0,12,0,71,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pass,3,0,0,0,0,0,33,0,118,0,2,38,0,0,0,0,0,0,44,0,56,17,0,0,2,0,6,2,70,0,8,45,0,0,0,0,0,0,15,0,0,0,0,0,0,0,15,0,59,0,19,44,0,0,0,0,0,0,14,0,43,20,0,0,18,0,11,0,36,0,23,13,0,0,0,0,0,0,0,0,22,1
Pass,1,0,0,0,0,0,155,0,26,0,2,19,0,0,0,0,13,0,2,0,4,0,0,0,0,0,18,0,19,0,0,168,0,0,0,0,39,0,1,0,0,0,0,0,0,0,29,0,20,0,1,144,0,0,0,4,0,0,3,0,5,0,0,0,0,0,39,0,16,0,5,23,0,0,0,0,111,0,3,0,9,0
Pass,3,0,0,0,0,0,75,0,37,0,2,7,0,11,0,0,0,0,13,0,32,2,0,0,0,0,10,0,12,0,0,9,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,13,0,18,0,0,0,0,0,0,0,0,0,10,0,7,1
Fail,6,1,0,0,0,0,105,0,72,0,0,226,0,0,0,0,2,0,26,0,14,0,0,0,0,0,23,0,28,0,0,128,0,0,0,0,20,0,5,0,0,0,0,0,0,0,9,0,35,0,0,134,0,0,0,0,33,0,8,0,2,0,0,0,0,0,0,0,9,0,0,11,0,0,0,0,11,0,1,0,1,0
Pass,5,0,0,0,0,0,453,0,543,0,5,561,0,8,2,0,1364,0,64,0,342,8,0,0,0,0,162,0,327,0,0,431,0,1,3,0,789,0,46,0,0,0,0,0,0,1,277,0,461,0,2,386,0,0,2,0,1648,0,5,0,273,51,0,0,0,0,271,0,227,0,3,105,0,0,1,0,1948,0,9,0,77,10
Pass,2,0,0,0,0,0,166,0,199,0,6,75,0,26,0,0,370,0,43,0,99,9,0,0,0,0,61,0,88,0,0,66,0,7,0,0,35,0,31,0,0,0,0,0,1,0,69,0,88,0,4,55,0,0,0,0,82,0,142,0,68,6,0,0,8,0,121,0,133,0,14,17,0,0,4,0,399,0,48,0,71,3
Pass,6,0,0,0,0,0,2,0,16,0,0,12,0,0,0,0,0,0,4,0,3,0,0,0,0,0,22,0,19,0,0,61,0,0,0,0,39,0,1,0,0,0,0,0,0,0,17,0,43,0,0,97,0,0,0,0,44,0,4,0,3,0,0,0,0,0,0,0,11,0,0,20,0,0,0,0,26,0,3,0,2,0
Pass,2,0,0,0,0,0,43,0,144,0,6,135,0,0,0,0,280,0,4,0,37,4,0,0,0,0,63,0,115,0,0,135,0,0,0,0,269,0,9,0,0,0,0,0,0,0,197,0,114,0,0,111,0,0,0,0,380,0,1,0,26,4,0,0,0,0,85,0,86,0,2,363,0,0,0,0,389,0,0,0,8,5
Fail,1,0,0,0,0,0,29,0,11,0,1,0,0,0,0,0,1,0,3,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pass,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,29,0,0,0,0,30,0,0,0,0,0,0,0,0,0,3,0,20,0,0,57,0,0,0,0,71,0,0,0,1,0,0,0,0,0,0,0,9,0,0,16,0,0,0,0,0,0,2,0,2,0
Pass,1,0,0,0,0,0,105,0,98,0,0,15,0,0,0,0,14,0,2,0,9,24,0,0,0,0,65,0,81,0,0,11,0,0,0,0,24,0,0,0,0,0,0,0,0,0,73,0,90,0,0,15,0,0,0,0,24,0,4,0,15,18,0,0,0,0,172,0,65,0,0,0,0,0,0,0,0,0,4,0,14,11
Pass,4,1,0,0,0,0,230,0,89,0,3,314,0,0,0,0,63,0,2,0,3,22,0,0,0,0,0,0,57,0,2,184,0,61,0,0,0,0,10,0,0,0,0,0,0,0,61,0,51,0,0,58,0,0,0,0,82,0,3,0,8,3,0,0,0,0,3,0,25,0,0,90,0,0,0,0,0,0,17,0,14,7
Fail,6,0,0,0,0,0,0,0,30,0,0,30,0,0,0,0,0,0,21,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pass,5,1,0,0,0,0,361,0,139,0,2,473,0,12,5,9,315,0,7,0,95,10,0,0,0,0,42,0,50,0,1,223,0,0,0,0,64,0,5,0,0,0,0,0,0,0,9,0,25,0,2,118,0,0,0,0,307,0,3,0,49,5,0,0,0,2,9,0,10,0,0,30,0,0,0,0,0,0,0,0,9,0
Pass,5,1,0,0,0,0,229,0,142,0,0,224,8,13,2,0,226,0,12,0,104,28,0,0,0,0,58,0,85,0,0,278,2,0,0,0,0,0,4,0,0,0,0,0,0,0,24,0,53,0,0,112,9,0,1,0,20,0,3,0,48,10,0,0,0,0,4,0,28,0,0,129,0,0,1,0,546,0,2,0,36,0
Pass,3,1,0,0,0,0,339,0,294,0,7,69,0,109,0,0,961,0,57,0,339,33,0,0,4,0,150,0,215,0,2,19,0,116,0,0,1398,0,46,0,0,0,0,0,9,0,59,0,99,0,0,6,0,0,0,0,27,0,17,0,156,14,0,0,18,0,89,0,157,0,1,10,0,0,0,0,638,0,31,0,216,15
Fail,5,0,0,0,0,0,11,0,12,0,0,28,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pass,1,1,0,0,0,0,303,0,127,0,0,0,1,0,0,0,42,0,30,0,93,30,0,0,0,0,171,2,84,0,0,0,0,0,0,0,48,0,8,0,0,0,0,0,0,0,124,0,81,0,0,0,0,0,0,0,52,0,19,0,87,14,0,0,0,0,29,0,22,0,0,0,0,0,0,0,0,0,1,0,9,2
Fail,3,1,0,0,0,0,12,0,18,0,0,7,0,0,0,0,0,0,6,0,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fail,1,1,0,0,0,0,68,1,25,0,0,1,0,0,0,0,0,0,8,0,15,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pass,1,0,0,0,0,0,119,0,41,0,1,0,0,0,0,0,19,0,4,0,11,5,0,0,0,0,81,0,37,0,0,0,0,0,0,0,42,0,9,0,0,0,0,0,0,0,94,0,29,0,0,6,0,0,0,0,3,0,5,0,7,0,0,0,0,0,53,0,13,0,3,0,0,0,0,0,13,0,17,0,3,0
Fail,3,1,0,0,0,0,0,0,52,0,0,51,0,10,0,0,0,0,14,0,12,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fail,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pass,5,0,0,0,0,0,103,0,178,3,1,459,0,24,2,10,384,0,35,0,186,9,0,0,0,0,9,0,72,0,2,212,0,0,0,0,209,0,19,0,0,0,27,0,0,0,87,0,143,0,8,577,0,0,1,2,138,0,10,0,78,29,0,0,0,0,43,0,84,0,0,262,0,5,3,3,245,0,1,0,55,1
Fail,3,1,0,0,0,0,127,0,78,0,0,43,1,20,0,0,0,0,14,0,24,8,0,0,1,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fail,1,0,0,0,0,0,0,0,30,0,0,46,0,0,0,0,49,0,8,0,4,0,0,0,0,0,10,0,27,0,0,222,0,0,0,4,35,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Pass,5,1,0,0,0,0,195,0,130,0,0,138,8,0,4,0,144,0,15,0,78,15,0,0,0,0,43,0,52,0,0,188,0,0,0,1,0,0,12,0,0,0,0,0,0,0,86,0,106,0,0,123,12,0,1,0,844,0,5,0,49,8,0,0,0,0,28,0,34,0,0,159,0,0,0,0,0,0,0,0,15,0
Pass,5,0,0,0,0,0,144,0,259,0,11,508,0,36,5,5,180,0,26,0,128,14,0,2,0,0,70,0,194,0,5,479,0,0,1,0,216,0,18,0,0,0,7,0,0,4,39,0,168,0,1,337,0,0,0,0,241,0,9,0,101,43,3,0,0,3,29,0,81,0,0,250,0,0,0,0,0,0,2,0,19,0
Pass,1,1,0,0,0,0,34,0,74,0,0,2,2,0,0,0,21,0,37,0,36,12,0,0,0,0,45,0,72,0,0,0,0,0,0,0,32,0,28,0,0,0,0,0,0,0,24,0,49,0,0,0,0,0,0,0,28,0,2,0,13,6,0,0,0,0,33,0,9,0,0,0,0,0,0,0,0,0,18,0,2,0
Fail,5,1,0,0,0,0,36,0,95,0,0,323,0,17,4,0,44,0,4,0,65,5,0,0,0,0,5,0,77,0,0,210,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,43,0,0,34,0,0,2,0,0,0,3,0,13,3,0,0,0,0,0,0,36,0,0,51,0,0,0,0,419,0,0,0,18,2
Fail,6,0,0,0,0,0,10,0,61,0,0,4,0,0,0,0,0,0,23,0,15,0,0,0,0,0,10,0,11,0,0,7,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,21,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fail,2,1,0,0,0,0,0,0,42,0,0,5,0,0,0,0,294,0,7,0,37,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pass,4,0,0,0,0,0,304,0,179,0,0,481,0,0,0,0,159,0,1,0,33,13,0,0,0,0,149,0,64,0,0,136,0,0,0,0,0,0,10,0,0,0,0,0,0,0,24,0,46,0,0,91,0,0,0,0,2,0,4,0,14,0,0,0,0,0,90,0,35,0,0,62,0,0,0,0,0,0,7,0,15,1
